,symbol,bid,bidSize,ask,askSize,regularMarketVolume
1157,REGCO,,,,,3613.0
1158,SFWL,0.686,200.0,1.32,200.0,4372.0
1159,HPS,14.9,800.0,14.95,2200.0,27074.0
1160,SPIN,31.59,1100.0,31.69,1100.0,4150.0
1161,ASPCU,,,,,500.0
1162,AMMJ,0.0085,,0.0099,,1350.0
1163,GOOG,201.09,100.0,202.2,100.0,6960421.0
1164,CAPN,9.95,100.0,10.08,100.0,115.0
1165,VBFC,,,,,143.0
1166,ANF,121.12,900.0,121.41,1400.0,763830.0
1167,IDYA,23.44,100.0,23.68,100.0,488810.0
1168,EFSH,0.1993,1100.0,0.204,1300.0,539675.0
1169,DLA,,,,,
1170,SHPH,0.546,200.0,0.9607,200.0,12677.0
1171,RYLG,23.13,1100.0,23.3,1100.0,22755.0
1172,CCS,80.0,900.0,80.26,900.0,471368.0
1173,NDIV,29.28,900.0,29.34,900.0,585.0
1174,FIAT,7.59,900.0,7.61,4000.0,223203.0
1175,BYNOU,,,,,1820.0
1176,CNXA,,,,,
1177,HKDUSD,,,,,
1178,ECORF,0.0103,,0.0138,,10000.0
1179,MZDAF,6.62,40000.0,7.15,40000.0,50.0
1180,KBDC,17.08,800.0,17.12,900.0,27493.0
1181,OCX,,,,,3130.0
1182,TOTL,39.7,1000.0,39.71,800.0,171489.0
1183,CASS,41.92,100.0,42.5,100.0,10545.0
1184,EZBC,60.95,1000.0,60.95,800.0,98606.0
1185,FORTUSD,,,,,
1186,JETU,30.68,1000.0,30.81,1000.0,4.0
1187,GDRX,4.82,100.0,4.95,100.0,263637.0
1188,TRINZ,,,,,1988.0
1189,MDY,596.55,1200.0,596.64,800.0,511012.0
1190,NRO,3.4,800.0,3.41,1400.0,152219.0
1191,ARMN,3.76,1000.0,3.78,2900.0,275466.0
1192,PKST,10.8,1100.0,10.83,800.0,66925.0
1193,MLPR,65.41,1000.0,65.76,1000.0,1289.0
1194,KGJI,,800.0,,2200.0,1459.0
1195,MRGE,0.0264,,0.0415,,40250.0
1196,EURKES,,,,,
1197,EURKR,,,,,52.0
1198,HLAL,54.19,300.0,54.27,100.0,54713.0
1199,BAMA,31.2,1300.0,31.21,1300.0,708.0
1200,PAUG,39.08,1200.0,39.14,3100.0,25788.0
1201,CSR,61.2,800.0,61.47,800.0,15624.0
1202,PRENW,,,,,40935.0
1203,IZTC,14.8,100.0,12.72,100.0,22964.0
1204,WCFB,7.0,40000.0,7.2,40000.0,400.0
1205,DSHK,0.095,,0.14,321800.0,6773.0
1206,EIPX,25.92,900.0,25.94,800.0,4234.0
1207,IGSB,52.02,1500.0,52.03,200.0,784603.0
1208,REGL,83.3,800.0,83.37,1000.0,30724.0
1209,TDIV,80.65,800.0,80.78,400.0,46334.0
1210,CHPS,28.56,100.0,32.88,100.0,744.0
1211,RDFI,23.84,2200.0,23.85,2200.0,4360.0
1212,LTRN,4.83,100.0,4.99,100.0,63748.0
1213,BKT,11.59,800.0,11.62,1100.0,17070.0
1214,FHYS,23.16,1200.0,23.17,1100.0,698.0
1215,BGNCNY,,,,,
1216,INDP,0.63,200.0,1.17,200.0,19776.0
1217,FLLLF,0.0041,,0.2,,500.0
1218,FITBP,,,,,1708.0
1219,IVW,104.05,900.0,104.03,900.0,1010154.0
1220,QTUM,81.41,300.0,82.33,300.0,200414.0
1221,STOT,46.93,1300.0,46.97,800.0,6258.0
1222,PJP,86.55,900.0,86.63,2900.0,1677.0
1223,SPRE,20.36,1100.0,20.41,1000.0,43310.0
1224,ICOP,18.8,200.0,33.53,200.0,1848.0
1225,FELG,35.81,3000.0,35.82,900.0,162623.0
1226,BUFT,22.66,800.0,22.73,800.0,15589.0
1227,IMVT,22.01,100.0,22.17,100.0,733495.0
1228,MNDY,238.61,300.0,240.14,100.0,585535.0
1229,IQ,2.35,200.0,2.36,100.0,18070797.0
1230,MGRE,25.0,1100.0,25.23,1000.0,15868.0
1231,FLAX,23.04,1100.0,23.08,900.0,3041.0
1232,USHY,37.36,45900.0,37.37,38500.0,7945369.0
1233,SQEW,34.67,900.0,34.71,900.0,2351.0
1234,BOWN,,,,,2916.0
1235,COLAU,10.0,5400.0,10.04,500.0,106471.0
1236,VTMX,27.08,800.0,27.16,800.0,84252.0
1237,MGNI,17.35,200.0,17.49,500.0,590259.0
1238,FLJH,31.62,800.0,31.63,800.0,6486.0
1239,SCHZ,22.86,38500.0,22.87,42300.0,559789.0
1240,JUNS,,,,,1068964.0
1241,SPTS,28.79,1100.0,29.33,1100.0,355503.0
1242,WRB,59.31,800.0,59.33,1000.0,461191.0
1243,UTSL,34.25,1000.0,34.3,1100.0,63417.0
1244,CDAQ,,,,,
1245,FLOC,28.72,800.0,28.95,800.0,86291.0
1246,GWPD,,,,,300.0
1247,TGAA,,,,,16581.0
1248,EUSP,0.041,,0.0519,,300.0
1249,IBTH,22.26,9300.0,22.27,200.0,73083.0
1250,IVOO,110.55,1300.0,110.6,1800.0,28576.0
1251,PFM,47.58,100.0,47.62,200.0,6516.0
1252,RZG,52.15,1100.0,52.27,4000.0,167.0
1253,SMLF,71.02,800.0,71.17,800.0,30627.0
1254,SPLG,70.91,900.0,70.92,800.0,4027387.0
1255,GXMLF,,,,,
1256,NEXCF,0.035,,0.04,,17900.0
1257,INVA,18.96,100.0,19.03,100.0,69681.0
1258,IHY,20.78,1000.0,20.79,1000.0,884.0
1259,IYF,118.7,1000.0,118.73,1100.0,74738.0
1260,ROKT,58.79,800.0,58.93,800.0,1691.0
1261,BRBS,3.42,2900.0,3.43,1800.0,38757.0
1262,GOVT,22.59,42300.0,22.6,309400.0,2977534.0
1263,LOUP,58.9,800.0,59.1,1100.0,5600.0
1264,SPVU,51.59,1300.0,51.69,900.0,2442.0
1265,CGDNF,0.005,,,,1120.0
1266,TPIF,27.67,800.0,27.74,800.0,3225.0
1267,CNFRZ,,,,,1640.0
1268,TDV,78.7,1400.0,78.81,900.0,872.0
1269,LKOR,42.3,800.0,42.33,1000.0,1687.0
1270,SRLN,41.97,47300.0,41.98,45100.0,3429051.0
1271,LRGC,69.73,900.0,69.8,1200.0,1228.0
1272,USCT,,,,,24468.0
1273,SETH,15.37,1800.0,15.4,1800.0,13814.0
1274,LEG,10.87,800.0,10.87,1200.0,471448.0
1275,NEPH,,,,,19957.0
1276,REAX,5.07,100.0,5.18,100.0,323208.0
1277,ILCV,84.27,1000.0,84.31,800.0,10005.0
1278,SMIG,30.0,1800.0,30.02,3100.0,68040.0
1279,SPYX,49.5,900.0,49.54,900.0,23209.0
1280,XJH,43.74,1000.0,43.87,900.0,8153.0
1281,KORU,4.27,36100.0,4.29,28000.0,4472781.0
1282,QLTA,47.13,1200.0,47.14,1300.0,73053.0
1283,SQLV,43.79,500.0,44.23,500.0,579.0
1284,YCL,20.9,1400.0,20.91,800.0,57061.0
1285,NEO,14.85,100.0,14.96,100.0,197643.0
1286,CACG,,,,,15159.0
1287,MVBF,19.84,200.0,20.27,100.0,4772.0
1288,HANNF,0.5238,,0.555,,2000.0
1289,SQFTP,,,,,778.0
1290,YDEC,23.35,3000.0,23.42,900.0,19203.0
1291,YXI,12.8,1400.0,12.84,1100.0,6640.0
1292,CLLS,1.49,100.0,1.57,100.0,21809.0
1293,MPAA,6.71,100.0,6.87,100.0,18116.0
1294,MPLN,18.01,1100.0,18.23,800.0,104959.0
1295,UTZ,13.31,800.0,13.33,800.0,156081.0
1296,ETHT,19.67,1200.0,19.75,1000.0,451748.0
1297,CRML,,,,,17809.0
1298,RSPR,35.5,1000.0,35.56,900.0,7085.0
1299,RAPP,16.47,100.0,17.03,100.0,41850.0
1300,THTA,19.1,800.0,19.11,1100.0,34973.0
1301,JRS,8.66,1100.0,8.69,1000.0,20220.0
1302,HADV,0.0006,,0.0007,,549500.0
1303,UXI,39.7,1000.0,39.73,800.0,1550.0
1304,XRLV,54.19,800.0,54.25,800.0,347.0
1305,FMCCL,16.1,40000.0,17.24,38800.0,790.0
1306,GMDA,,,,,23036893.0
1307,CVLC,75.51,1000.0,75.58,800.0,905.0
1308,YALL,38.59,1100.0,38.63,1100.0,2186.0
1309,HAO,2.3,100.0,,,86211.0
1310,SMTH,25.57,1200.0,25.58,1800.0,31125.0
1311,BRNS,,,,,6193.0
1312,FDIF,23.89,100.0,42.86,200.0,2077.0
1313,YOLO,2.23,1100.0,2.26,3000.0,39533.0
1314,PHIN,51.42,800.0,51.52,1000.0,95815.0
1315,QDRO,,,,,
1316,CAS,25.62,1100.0,25.85,1000.0,
1317,QDEF,71.82,1100.0,71.88,1100.0,857.0
1318,LQAI,35.39,800.0,35.44,800.0,53.0
1319,PSI,59.12,800.0,59.2,3000.0,30634.0
1320,AMBC,11.65,800.0,11.66,800.0,57921.0
1321,LEA,97.41,800.0,97.55,800.0,153845.0
1322,DCOM,31.22,100.0,31.49,100.0,61459.0
1323,MSTB,34.62,2900.0,34.75,2900.0,11777.0
1324,SPHAR,,,,,1657.0
1325,ARSGBP,,,,,
1326,SLRN,2.0,100.0,2.04,100.0,444812.0
1327,INCO,61.44,1000.0,61.46,1100.0,65422.0
1328,CLPS,,,,,8107.0
1329,KRWNZD,,,,,
1330,HAS,59.26,100.0,64.24,200.0,351119.0
1331,MPRO,29.26,800.0,29.28,1000.0,19306.0
1332,SBND,18.58,1800.0,18.59,1200.0,98.0
1333,LC,14.25,800.0,14.26,800.0,1675835.0
1334,SARO,26.71,800.0,26.75,800.0,281525.0
1335,MDT,92.29,800.0,92.32,800.0,2268751.0
1336,LTM,29.83,800.0,29.91,1000.0,185069.0
1337,OMCL,32.95,200.0,57.43,200.0,63990.0
1338,BBY,87.04,800.0,87.06,800.0,975111.0
1339,BIT,14.7,1000.0,14.71,800.0,69242.0
1340,ASEA,16.18,1200.0,16.2,800.0,8643.0
1341,LOB,35.7,800.0,35.78,1200.0,65748.0
1342,NXGL,3.56,100.0,3.78,100.0,12837.0
1343,EDD,4.71,1000.0,4.72,800.0,508527.0
1344,PSFM,30.28,4000.0,30.36,4000.0,
1345,IMG,0.6613,100.0,0.676,100.0,18477.0
1346,COHN,9.6,800.0,9.96,1200.0,11152.0
1347,LOW,265.48,900.0,265.7,900.0,485921.0
1348,ORI,36.9,900.0,36.92,800.0,237074.0
1349,VIST,55.96,1000.0,56.07,800.0,360828.0
1350,PLTK,7.29,200.0,7.38,200.0,204228.0
1351,COCO,27.39,200.0,47.96,200.0,195333.0
1352,HCMA,,,,,
1353,L,86.21,800.0,86.27,800.0,127344.0
1354,SIVR,30.15,900.0,30.17,900.0,389275.0
1355,SIXA,45.99,800.0,46.04,900.0,4711.0
1356,HAPS,30.22,800.0,30.29,800.0,1.0
1357,MQY,11.84,800.0,11.85,1000.0,64364.0
1358,HTLD,11.51,100.0,11.57,100.0,401311.0
1359,PRMB,32.72,800.0,32.78,800.0,442719.0
1360,RSMV,26.04,1300.0,26.06,1100.0,1804.0
1361,OCG,,,,,34.0
1362,HLCO,,,,,2000.0
1363,PX,13.67,800.0,13.7,1400.0,135730.0
1364,RGLD,141.06,100.0,141.23,100.0,211245.0
1365,SCRYY,2.46,40000.0,2.58,36900.0,14167.0
1366,IBDP,25.14,21500.0,,28000.0,689091.0
1367,QUAD,6.9,2900.0,6.92,900.0,60087.0
1368,OTTR,77.6,100.0,78.11,100.0,47265.0
1369,PDCO,30.98,100.0,30.99,100.0,221053.0
1370,DELL,104.69,1100.0,104.76,900.0,3663928.0
1371,ASMG,15.11,500.0,15.21,500.0,70434.0
1372,BLE,10.65,900.0,10.66,800.0,48875.0
1373,CRKN,6.63,100.0,6.3,100.0,953811.0
1374,CSMUSD,,,,,
1375,SFNC,22.76,100.0,22.92,100.0,153325.0
1376,EPHE,23.72,1000.0,23.74,1300.0,30309.0
1377,RNMC,,,,,1.0
1378,POR,41.33,1100.0,41.34,900.0,516851.0
1379,ENIC,3.04,3100.0,3.05,1800.0,238651.0
1380,FMHI,48.23,100.0,48.49,100.0,29278.0
1381,STAA,23.97,200.0,24.21,100.0,211529.0
1382,CBT,87.38,800.0,87.55,800.0,136104.0
1383,CIVI,52.12,900.0,52.17,3000.0,274368.0
1384,DATS,3.13,400.0,3.2,200.0,606448.0
1385,EMP,21.56,800.0,21.65,800.0,1346.0
1386,FMN,11.04,2200.0,11.07,800.0,28930.0
1387,ZIONO,,,,,16465.0
1388,HEGIY,13.42,40000.0,14.1,40000.0,123.0
1389,PAMT,16.2,100.0,16.87,100.0,11264.0
1390,LPA,9.87,1000.0,10.01,1300.0,35905.0
1391,LUCK,10.61,800.0,10.62,800.0,151615.0
1392,PTVE,17.78,100.0,17.79,200.0,93071.0
1393,ICCH,,,,,68.0
1394,BLEU,,,,,3.0
1395,DX,13.01,3200.0,13.02,2900.0,1294720.0
1396,AL,46.68,800.0,46.74,1000.0,156102.0
1397,AMGN,284.03,100.0,284.25,100.0,1009835.0
1398,UAL,101.74,100.0,108.11,100.0,1792878.0
1399,TTNP,,,,,6051.0
1400,USVM,87.97,200.0,88.07,500.0,3811.0
1401,PBLA,0.35,900.0,0.38,1200.0,32943.0
1402,SHDWUSD,,,,,
1403,SCPL,,,,,
1404,GOVX,1.91,100.0,1.98,100.0,84522.0
1405,RM,36.75,900.0,36.9,800.0,15064.0
1406,VRN,5.23,34100.0,5.24,46000.0,10351074.0
1407,GPIPF,0.0022,,,,20000.0
1408,NWL,10.42,100.0,10.48,200.0,1515256.0
1409,MFICL,,,,,9750.0
1410,NKTR,0.7199,100.0,0.8426,100.0,315913.0
1411,GDEVW,,,,,1.0
1412,GBDC,15.59,100.0,15.68,200.0,319379.0
1413,GPEAF,3.35,313300.0,3.69,312600.0,100.0
1414,CADNZD,,,,,
1415,VHC,9.0,1800.0,9.23,1000.0,593.0
1416,MIG,21.2,1100.0,21.25,900.0,3696.0
1417,LRE,,,,,2644.0
1418,GBPAED,,,,,
1419,LOKAUSD,,,,,
1420,AUNA,8.62,1000.0,8.69,1000.0,40893.0
1421,IROH,,,,,2468.0
1422,WRNT,,,,,
1423,DJT,31.26,100.0,31.31,100.0,4271885.0
1424,STR,20.97,800.0,21.0,1000.0,85630.0
1425,MSPR,,,,,4954.0
1426,HPH,,,,,38737.0
1427,LLYVA,71.58,100.0,72.35,100.0,13705.0
1428,LENZ,24.72,100.0,25.7,100.0,31174.0
1429,ENGN,6.77,100.0,7.35,100.0,29014.0
1430,USAI,41.74,1000.0,41.8,1000.0,4596.0
1431,JSML,64.81,100.0,74.58,100.0,7525.0
1432,ARKB,104.92,1000.0,104.99,800.0,449729.0
1433,ESHA,,,,,201.0
1434,HODL,118.9,1100.0,119.02,900.0,97484.0
1435,JEPI,59.0,1300.0,59.01,800.0,1777593.0
1436,ASIA,26.47,1000.0,26.52,1000.0,2663.0
1437,WMTN,0.101,,1.0,40000.0,897.0
1438,TCBC,16.73,40000.0,17.15,40000.0,2600.0
1439,IVEG,21.34,100.0,,,69.0
1440,CZFS,,,,,3860.0
1441,ESGE,34.65,100.0,34.66,100.0,175870.0
1442,COWG,33.7,100.0,33.82,100.0,901572.0
1443,EWA,25.01,3200.0,25.01,900.0,435809.0
1444,GRF,9.73,800.0,9.94,1000.0,268.0
1445,GRHI,0.027,,0.0311,,7700.0
1446,SWKH,,,,,1761.0
1447,AGNCM,,,,,6193.0
1448,DFSD,47.15,2900.0,47.16,3000.0,103278.0
1449,EFTR,0.0251,,0.0349,,720.0
1450,DFAC,35.85,4000.0,35.86,3100.0,644572.0
1451,DFIS,25.4,1000.0,25.43,1400.0,91372.0
1452,NAYA,0.4403,200.0,0.4916,200.0,18433.0
1453,FISR,25.53,1100.0,25.56,1100.0,17026.0
1454,PGOL,0.0202,,0.022,,26000.0
1455,HDAW,12.69,900.0,,1000.0,1949.0
1456,TCEHY,53.63,40000.0,53.66,27000.0,699532.0
1457,CLNNW,,,,,9123.0
1458,DFEM,26.45,1100.0,26.46,1200.0,461257.0
1459,FAAR,28.43,300.0,28.64,100.0,6025.0
1460,GVAL,22.25,800.0,22.32,1000.0,2944.0
1461,BZ,15.16,100.0,15.24,100.0,2616241.0
1462,FITE,70.13,900.0,70.26,800.0,2578.0
1463,GRTX,0.0425,,0.0465,,500.0
1464,AMPD,19.45,3000.0,19.86,1000.0,6.0
1465,AGNCO,18.18,200.0,32.56,200.0,10483.0
1466,DFSE,33.57,800.0,33.64,800.0,10232.0
1467,FTGC,24.88,500.0,24.91,100.0,147104.0
1468,FJAN,46.35,1400.0,46.42,1000.0,178166.0
1469,DDWM,36.06,1000.0,36.11,1000.0,12742.0
1470,GRXMF,0.0014,,0.1,,100.0
1471,GPTY,47.9,1400.0,48.02,1000.0,32365.0
1472,FITGF,0.403,,0.4816,,3500.0
1473,MRNY,4.34,3200.0,4.35,3200.0,1302130.0
1474,MOOD,21.82,200.0,39.65,200.0,261.0
1475,DMXF,67.57,100.0,68.36,100.0,13147.0
1476,FDHY,48.7,800.0,48.76,1000.0,15342.0
1477,DFEB,43.3,3100.0,43.37,1200.0,2027.0
1478,DFSI,34.59,900.0,34.66,800.0,19206.0
1479,GSDC,,,,,1.0
1480,ATAK,,,,,
1481,GSP,,800.0,,800.0,316.0
1482,IBAC,10.2,400.0,10.27,300.0,721.0
1483,FAB,85.28,500.0,85.54,500.0,3407.0
1484,DFGR,26.02,1100.0,26.03,800.0,124774.0
1485,GORO,0.385,1400.0,0.387,900.0,875792.0
1486,DWAS,93.59,100.0,97.3,100.0,27266.0
1487,CLF,10.2,4000.0,10.21,1100.0,3230808.0
1488,RFEM,63.71,100.0,64.13,100.0,1184.0
